P0AG91	51fdfca8e71148381d19e004eafb7861	615	PANTHER	PTHR30081		5	615	2.9E-158	T	25-03-2019
A0A0H3JID2	265099e9f771756699c63f54226169d6	374	Pfam	PF10123	Mu-like prophage I protein	28	368	2.0E-77	T	25-03-2019	IPR012106	Protease, Mu phage/prophage I type		
A0A0H3JMY9	490024424d590e1a5ea39b0eeb00ceb3	735	Pfam	PF13599	Pentapeptide repeats (9 copies)	392	455	2.0E-7	T	25-03-2019	IPR001646	Pentapeptide repeat		
A0A0H3JMY9	490024424d590e1a5ea39b0eeb00ceb3	735	Pfam	PF13599	Pentapeptide repeats (9 copies)	559	631	5.9E-8	T	25-03-2019	IPR001646	Pentapeptide repeat		
A0A0H3JMY9	490024424d590e1a5ea39b0eeb00ceb3	735	PANTHER	PTHR14136		392	501	4.2E-34	T	25-03-2019
A0A0H3JMY9	490024424d590e1a5ea39b0eeb00ceb3	735	PANTHER	PTHR14136		528	639	4.2E-34	T	25-03-2019
A0A0H3JMY9	490024424d590e1a5ea39b0eeb00ceb3	735	Pfam	PF00805	Pentapeptide repeats (8 copies)	465	501	3.6E-9	T	25-03-2019	IPR001646	Pentapeptide repeat		
P58054	4fe26920311a303d77e7884ce9d76c3d	262	PANTHER	PTHR23088		1	255	2.2E-62	T	25-03-2019
P58054	4fe26920311a303d77e7884ce9d76c3d	262	Pfam	PF00795	Carbon-nitrogen hydrolase	3	245	1.4E-37	T	25-03-2019	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810	
P58054	4fe26920311a303d77e7884ce9d76c3d	262	PANTHER	PTHR23088:SF27		1	255	2.2E-62	T	25-03-2019
P58054	4fe26920311a303d77e7884ce9d76c3d	262	CDD	cd07581	nitrilase_3	3	255	4.48297E-115	T	25-03-2019
P0A6Z5	46be049f6f54705e4e4750ffc9649e9d	624	CDD	cd00075	HATPase_c	29	180	8.27555E-12	T	25-03-2019	IPR003594	Histidine kinase/HSP90-like ATPase		
P0A6Z5	46be049f6f54705e4e4750ffc9649e9d	624	SMART	SM00387		27	184	1.1E-12	T	25-03-2019	IPR003594	Histidine kinase/HSP90-like ATPase		
P0A6Z5	46be049f6f54705e4e4750ffc9649e9d	624	PANTHER	PTHR11528:SF54		3	622	1.4E-271	T	25-03-2019
P0A6Z5	46be049f6f54705e4e4750ffc9649e9d	624	PIRSF	PIRSF002583		1	624	1.8E-220	T	25-03-2019	IPR001404	Heat shock protein Hsp90 family	GO:0005524|GO:0006457|GO:0006950|GO:0051082	
P0A6Z5	46be049f6f54705e4e4750ffc9649e9d	624	PANTHER	PTHR11528		3	622	1.4E-271	T	25-03-2019	IPR001404	Heat shock protein Hsp90 family	GO:0005524|GO:0006457|GO:0006950|GO:0051082	
P0A6Z5	46be049f6f54705e4e4750ffc9649e9d	624	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	27	182	4.7E-14	T	25-03-2019	IPR003594	Histidine kinase/HSP90-like ATPase		
P0A6Z5	46be049f6f54705e4e4750ffc9649e9d	624	Pfam	PF00183	Hsp90 protein	212	622	6.2E-125	T	25-03-2019	IPR001404	Heat shock protein Hsp90 family	GO:0005524|GO:0006457|GO:0006950|GO:0051082	
Q8XAQ0	9b0d607c7d6ba541658a108665bf64cf	551	Pfam	PF00884	Sulfatase	86	418	9.8E-88	T	25-03-2019	IPR000917	Sulfatase, N-terminal	GO:0008152|GO:0008484	
Q8XAQ0	9b0d607c7d6ba541658a108665bf64cf	551	PANTHER	PTHR42693		1	549	4.6E-142	T	25-03-2019
Q8XAQ0	9b0d607c7d6ba541658a108665bf64cf	551	PANTHER	PTHR42693:SF21		1	549	4.6E-142	T	25-03-2019
Q8XAQ0	9b0d607c7d6ba541658a108665bf64cf	551	CDD	cd16142	ARS_like	86	518	4.02684E-160	T	25-03-2019
Q8XA06	20723aadf39b36cc81092eb085eae73f	232	Pfam	PF00005	ABC transporter	18	157	8.7E-37	T	25-03-2019	IPR003439	ABC transporter-like	GO:0005524|GO:0016887	
Q8XA06	20723aadf39b36cc81092eb085eae73f	232	SMART	SM00382		24	209	1.4E-19	T	25-03-2019	IPR003593	AAA+ ATPase domain		
Q8XA06	20723aadf39b36cc81092eb085eae73f	232	PANTHER	PTHR42781:SF1		1	231	3.4E-128	T	25-03-2019
Q8XA06	20723aadf39b36cc81092eb085eae73f	232	PANTHER	PTHR42781		1	231	3.4E-128	T	25-03-2019
Q8XA06	20723aadf39b36cc81092eb085eae73f	232	CDD	cd03298	ABC_ThiQ_thiamine_transporter	2	212	4.62115E-132	T	25-03-2019
Q8XA06	20723aadf39b36cc81092eb085eae73f	232	TIGRFAM	TIGR01277	thiQ: thiamine ABC transporter, ATP-binding protein	2	214	2.0E-120	T	25-03-2019	IPR005968	Thiamine ABC transporter, ATP-binding protein ThiQ	GO:0005524|GO:0006810|GO:0016021|GO:0042626	
Q8XB35	c18cafed3b38d113509234240f893da4	440	Pfam	PF07831	Pyrimidine nucleoside phosphorylase C-terminal domain	350	423	7.9E-26	T	25-03-2019	IPR013102	Pyrimidine nucleoside phosphorylase, C-terminal	GO:0006213|GO:0016763	Reactome: R-HSA-73614|Reactome: R-HSA-73621
Q8XB35	c18cafed3b38d113509234240f893da4	440	PIRSF	PIRSF000478		1	439	1.3E-154	T	25-03-2019	IPR000053	Thymidine/pyrimidine-nucleoside phosphorylase	GO:0004645|GO:0006206	Reactome: R-HSA-73614|Reactome: R-HSA-73621
Q8XB35	c18cafed3b38d113509234240f893da4	440	PANTHER	PTHR10515:SF0		2	439	1.1E-180	T	25-03-2019
Q8XB35	c18cafed3b38d113509234240f893da4	440	TIGRFAM	TIGR02643	T_phosphoryl: thymidine phosphorylase	2	438	3.6E-238	T	25-03-2019	IPR013465	Thymidine phosphorylase	GO:0006213|GO:0009032	KEGG: 00240+2.4.2.4|KEGG: 00983+2.4.2.4|MetaCyc: PWY-7181
Q8XB35	c18cafed3b38d113509234240f893da4	440	Pfam	PF02885	Glycosyl transferase family, helical bundle domain	6	67	9.2E-19	T	25-03-2019	IPR017459	Glycosyl transferase family 3, N-terminal domain		Reactome: R-HSA-73614|Reactome: R-HSA-73621
Q8XB35	c18cafed3b38d113509234240f893da4	440	TIGRFAM	TIGR02644	Y_phosphoryl: pyrimidine-nucleoside phosphorylase	5	423	4.1E-171	T	25-03-2019	IPR018090	Pyrimidine-nucleoside phosphorylase, bacterial/eukaryotic	GO:0006213|GO:0016154	KEGG: 00240+2.4.2.4|KEGG: 00983+2.4.2.4|MetaCyc: PWY-7181|Reactome: R-HSA-73614|Reactome: R-HSA-73621
Q8XB35	c18cafed3b38d113509234240f893da4	440	SMART	SM00941		350	424	1.6E-30	T	25-03-2019	IPR013102	Pyrimidine nucleoside phosphorylase, C-terminal	GO:0006213|GO:0016763	Reactome: R-HSA-73614|Reactome: R-HSA-73621
Q8XB35	c18cafed3b38d113509234240f893da4	440	PANTHER	PTHR10515		2	439	1.1E-180	T	25-03-2019	IPR000053	Thymidine/pyrimidine-nucleoside phosphorylase	GO:0004645|GO:0006206	Reactome: R-HSA-73614|Reactome: R-HSA-73621
Q8XB35	c18cafed3b38d113509234240f893da4	440	Pfam	PF00591	Glycosyl transferase family, a/b domain	79	309	2.1E-53	T	25-03-2019	IPR000312	Glycosyl transferase, family 3	GO:0008152|GO:0016757	Reactome: R-HSA-73614|Reactome: R-HSA-73621
Q8X7F3	72df379bd434a3344fd66f4bd984c20b	547	PANTHER	PTHR30290		1	541	6.9E-294	T	25-03-2019
Q8X7F3	72df379bd434a3344fd66f4bd984c20b	547	Pfam	PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	79	457	1.3E-82	T	25-03-2019	IPR000914	Solute-binding protein family 5 domain		
Q8X7F3	72df379bd434a3344fd66f4bd984c20b	547	PANTHER	PTHR30290:SF28		1	541	6.9E-294	T	25-03-2019
Q8X7F3	72df379bd434a3344fd66f4bd984c20b	547	PIRSF	PIRSF002741		1	543	9.6E-92	T	25-03-2019	IPR030678	Peptide/nickel binding protein, MppA-type	GO:0043190|GO:0055085	
Q8X7F3	72df379bd434a3344fd66f4bd984c20b	547	CDD	cd08493	PBP2_DppA_like	35	523	0.0	T	25-03-2019
Q8XD36	7239087e5d36b9bbcc76092ec02d9aa8	406	CDD	cd06174	MFS	27	399	4.58058E-21	T	25-03-2019	IPR020846	Major facilitator superfamily domain		
Q8XD36	7239087e5d36b9bbcc76092ec02d9aa8	406	Pfam	PF07690	Major Facilitator Superfamily	31	264	9.7E-25	T	25-03-2019	IPR011701	Major facilitator superfamily	GO:0016021|GO:0055085	
Q8XD36	7239087e5d36b9bbcc76092ec02d9aa8	406	PANTHER	PTHR43129		8	405	5.7E-173	T	25-03-2019
Q8X5B8	9edeb8c42a9e6ac951ce1102f1b72f1c	479	PANTHER	PTHR42829		1	479	1.2E-253	T	25-03-2019
Q8X5B8	9edeb8c42a9e6ac951ce1102f1b72f1c	479	PANTHER	PTHR42829:SF8		1	479	1.2E-253	T	25-03-2019
Q8X5B8	9edeb8c42a9e6ac951ce1102f1b72f1c	479	Pfam	PF00662	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	69	119	7.3E-9	T	25-03-2019	IPR001516	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminal		Reactome: R-HSA-611105|Reactome: R-HSA-6799198
Q8X5B8	9edeb8c42a9e6ac951ce1102f1b72f1c	479	Pfam	PF00361	Proton-conducting membrane transporter	133	413	1.0E-54	T	25-03-2019	IPR001750	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit		Reactome: R-HSA-611105|Reactome: R-HSA-6799198
Q8XDC8	018005f1617661adec389e5fa020b2db	1247	TIGRFAM	TIGR01580	narG: nitrate reductase, alpha subunit	2	1235	0.0	T	25-03-2019	IPR006468	Nitrate reductase, alpha subunit	GO:0008940|GO:0009325|GO:0042126|GO:0055114	
Q8XDC8	018005f1617661adec389e5fa020b2db	1247	PANTHER	PTHR43105		1	1239	0.0	T	25-03-2019
Q8XDC8	018005f1617661adec389e5fa020b2db	1247	Pfam	PF01568	Molydopterin dinucleotide binding domain	1088	1202	1.6E-21	T	25-03-2019	IPR006657	Molybdopterin dinucleotide-binding domain	GO:0016491|GO:0030151|GO:0055114	
Q8XDC8	018005f1617661adec389e5fa020b2db	1247	PANTHER	PTHR43105:SF1		1	1239	0.0	T	25-03-2019
Q8XDC8	018005f1617661adec389e5fa020b2db	1247	Pfam	PF00384	Molybdopterin oxidoreductase	108	833	2.7E-197	T	25-03-2019	IPR006656	Molybdopterin oxidoreductase	GO:0016491|GO:0055114	Reactome: R-HSA-611105|Reactome: R-HSA-6799198
Q8XDC8	018005f1617661adec389e5fa020b2db	1247	SMART	SM00926		43	105	6.6E-8	T	25-03-2019	IPR006963	Molybdopterin oxidoreductase, 4Fe-4S domain	GO:0016491|GO:0055114	Reactome: R-HSA-611105|Reactome: R-HSA-6799198
Q8XDC8	018005f1617661adec389e5fa020b2db	1247	Pfam	PF14710	Respiratory nitrate reductase alpha N-terminal	3	40	8.2E-17	T	25-03-2019	IPR028189	Nitrate reductase, alpha subunit, N-terminal		
Q8XDC8	018005f1617661adec389e5fa020b2db	1247	CDD	cd02776	MopB_CT_Nitrate-R-NarG-like	1087	1226	3.33902E-83	T	25-03-2019
Q8XDC8	018005f1617661adec389e5fa020b2db	1247	CDD	cd02750	MopB_Nitrate-R-NarG-like	43	834	0.0	T	25-03-2019
P0AFY4	925db9b4ad38753374cef75e12d06554	239	Pfam	PF02698	DUF218 domain	48	170	7.9E-18	T	25-03-2019	IPR003848	Domain of unknown function DUF218		
P0AFY4	925db9b4ad38753374cef75e12d06554	239	CDD	cd06259	YdcF-like	46	186	9.31463E-30	T	25-03-2019	IPR003848	Domain of unknown function DUF218		
P0AFY4	925db9b4ad38753374cef75e12d06554	239	PANTHER	PTHR30336		2	228	4.0E-126	T	25-03-2019
P0AFY4	925db9b4ad38753374cef75e12d06554	239	PANTHER	PTHR30336:SF0		2	228	4.0E-126	T	25-03-2019
P0AFY4	925db9b4ad38753374cef75e12d06554	239	PIRSF	PIRSF005011		1	239	5.5E-157	T	25-03-2019	IPR023604	Uncharacterised protein family SanA		
A0A152UU79	6353b37331e8c5e294caab076aa016a5	362	SMART	SM00052		105	351	1.9E-114	T	25-03-2019	IPR001633	EAL domain		
A0A152UU79	6353b37331e8c5e294caab076aa016a5	362	PANTHER	PTHR33121		48	361	1.7E-122	T	25-03-2019
A0A152UU79	6353b37331e8c5e294caab076aa016a5	362	CDD	cd06170	LuxR_C_like	26	80	3.79355E-10	T	25-03-2019	IPR000792	Transcription regulator LuxR, C-terminal	GO:0006355	
A0A152UU79	6353b37331e8c5e294caab076aa016a5	362	CDD	cd01948	EAL	111	348	7.0842E-89	T	25-03-2019	IPR001633	EAL domain		
A0A152UU79	6353b37331e8c5e294caab076aa016a5	362	Pfam	PF00563	EAL domain	112	346	1.1E-60	T	25-03-2019	IPR001633	EAL domain		
A0A152UU79	6353b37331e8c5e294caab076aa016a5	362	SMART	SM00421		22	79	5.1E-10	T	25-03-2019	IPR000792	Transcription regulator LuxR, C-terminal	GO:0006355	
A0A152UU79	6353b37331e8c5e294caab076aa016a5	362	Pfam	PF00196	Bacterial regulatory proteins, luxR family	26	73	3.8E-10	T	25-03-2019	IPR000792	Transcription regulator LuxR, C-terminal	GO:0006355	
A0A152UU79	6353b37331e8c5e294caab076aa016a5	362	PANTHER	PTHR33121:SF27		48	361	1.7E-122	T	25-03-2019
Q8X7Q9	7c1153e5f37be61cd8d6c15019fb9b87	382	Pfam	PF04536	TPM domain	23	149	2.4E-19	T	25-03-2019	IPR007621	TPM domain		
Q8X7Q9	7c1153e5f37be61cd8d6c15019fb9b87	382	PANTHER	PTHR30373:SF2		23	382	1.6E-30	T	25-03-2019
Q8X7Q9	7c1153e5f37be61cd8d6c15019fb9b87	382	PANTHER	PTHR30373		23	382	1.6E-30	T	25-03-2019
P0ABS6	8166426a347df465adb7d98c38e84e0a	581	TIGRFAM	TIGR01391	dnaG: DNA primase	4	419	5.2E-152	T	25-03-2019	IPR006295	DNA primase, DnaG	GO:0003896|GO:0006269	
P0ABS6	8166426a347df465adb7d98c38e84e0a	581	SMART	SM00766		450	575	1.4E-48	T	25-03-2019	IPR013173	DNA primase DnaG, DnaB-binding domain	GO:0003896|GO:0006269	
P0ABS6	8166426a347df465adb7d98c38e84e0a	581	Pfam	PF13155	Toprim-like	263	348	1.4E-14	T	25-03-2019
P0ABS6	8166426a347df465adb7d98c38e84e0a	581	Pfam	PF08278	DNA primase DnaG DnaB-binding	451	574	1.3E-32	T	25-03-2019	IPR013173	DNA primase DnaG, DnaB-binding domain	GO:0003896|GO:0006269	
P0ABS6	8166426a347df465adb7d98c38e84e0a	581	Pfam	PF08275	DNA primase catalytic core, N-terminal domain	126	251	1.1E-43	T	25-03-2019	IPR013264	DNA primase, catalytic core, N-terminal		
P0ABS6	8166426a347df465adb7d98c38e84e0a	581	PIRSF	PIRSF002811		2	580	4.1E-146	T	25-03-2019	IPR030846	DNA primase DnaG, bacteria	GO:0003896|GO:0006269|GO:0008270	
P0ABS6	8166426a347df465adb7d98c38e84e0a	581	SMART	SM00493		259	330	2.3E-21	T	25-03-2019	IPR006171	TOPRIM  domain		
P0ABS6	8166426a347df465adb7d98c38e84e0a	581	Pfam	PF01807	CHC2 zinc finger	7	100	5.4E-41	T	25-03-2019	IPR002694	Zinc finger, CHC2-type	GO:0003677|GO:0003896|GO:0006260|GO:0008270	
P0ABS6	8166426a347df465adb7d98c38e84e0a	581	Pfam	PF10410	DnaB-helicase binding domain of primase	369	424	1.3E-12	T	25-03-2019	IPR019475	DNA primase, DnaB-helicase binding domain	GO:0016779	
P0ABS6	8166426a347df465adb7d98c38e84e0a	581	CDD	cd03364	TOPRIM_DnaG_primases	259	340	3.47703E-35	T	25-03-2019	IPR034151	Bacterial DnaG primase, TOPRIM domain		
P0ABS6	8166426a347df465adb7d98c38e84e0a	581	PANTHER	PTHR30313		1	580	3.8E-189	T	25-03-2019
P0ABS6	8166426a347df465adb7d98c38e84e0a	581	SMART	SM00400		36	90	7.6E-38	T	25-03-2019	IPR002694	Zinc finger, CHC2-type	GO:0003677|GO:0003896|GO:0006260|GO:0008270	
Q8X690	8698902ccc1e47e445b440b70d8882d5	427	Pfam	PF07969	Amidohydrolase family	48	405	2.3E-56	T	25-03-2019	IPR013108	Amidohydrolase 3		
Q8X690	8698902ccc1e47e445b440b70d8882d5	427	PANTHER	PTHR32027:SF0		3	426	1.7E-161	T	25-03-2019
Q8X690	8698902ccc1e47e445b440b70d8882d5	427	CDD	cd01293	Bact_CD	8	405	0.0	T	25-03-2019
Q8X690	8698902ccc1e47e445b440b70d8882d5	427	PANTHER	PTHR32027		3	426	1.7E-161	T	25-03-2019
Q8XB14	681f30c615c75036b6a848317990e159	170	PANTHER	PTHR34699:SF3		1	170	6.5E-90	T	25-03-2019
Q8XB14	681f30c615c75036b6a848317990e159	170	TIGRFAM	TIGR00258	TIGR00258: inosine/xanthosine triphosphatase	6	170	6.2E-72	T	25-03-2019	IPR002786	Non-canonical purine NTP phosphatase		
Q8XB14	681f30c615c75036b6a848317990e159	170	PANTHER	PTHR34699		1	170	6.5E-90	T	25-03-2019
Q8XB14	681f30c615c75036b6a848317990e159	170	Pfam	PF01931	Protein of unknown function DUF84	7	165	1.8E-52	T	25-03-2019	IPR026533	Non-canonical purine NTP phosphatase/PRRC1		
P58646	ae75402bb0244177cc8a0eac7685a4b2	139	PANTHER	PTHR13822		4	138	1.2E-29	T	25-03-2019	IPR001469	ATP synthase, F1 complex, delta/epsilon subunit	GO:0015986|GO:0045261|GO:0046933	Reactome: R-HSA-163210|Reactome: R-HSA-8949613
P58646	ae75402bb0244177cc8a0eac7685a4b2	139	CDD	cd12152	F1-ATPase_delta	6	127	3.08178E-42	T	25-03-2019	IPR001469	ATP synthase, F1 complex, delta/epsilon subunit	GO:0015986|GO:0045261|GO:0046933	Reactome: R-HSA-163210|Reactome: R-HSA-8949613
P58646	ae75402bb0244177cc8a0eac7685a4b2	139	Pfam	PF00401	ATP synthase, Delta/Epsilon chain, long alpha-helix domain	89	133	8.0E-14	T	25-03-2019	IPR020547	ATP synthase delta/epsilon subunit, C-terminal domain		
P58646	ae75402bb0244177cc8a0eac7685a4b2	139	TIGRFAM	TIGR01216	ATP_synt_epsi: ATP synthase F1, epsilon subunit	4	133	2.3E-47	T	25-03-2019	IPR001469	ATP synthase, F1 complex, delta/epsilon subunit	GO:0015986|GO:0045261|GO:0046933	Reactome: R-HSA-163210|Reactome: R-HSA-8949613
P58646	ae75402bb0244177cc8a0eac7685a4b2	139	Pfam	PF02823	ATP synthase, Delta/Epsilon chain, beta-sandwich domain	6	84	1.1E-29	T	25-03-2019	IPR020546	ATP synthase, F1 complex, delta/epsilon subunit, N-terminal	GO:0015986	Reactome: R-HSA-163210|Reactome: R-HSA-8949613
P58646	ae75402bb0244177cc8a0eac7685a4b2	139	PANTHER	PTHR13822:SF7		4	138	1.2E-29	T	25-03-2019
Q8X9U4	07ce7c0a51ed51d4069a668d8c23c8ac	205	TIGRFAM	TIGR00101	ureG: urease accessory protein UreG	8	201	2.4E-100	T	25-03-2019	IPR004400	Urease accessory protein UreG	GO:0003924|GO:0006807|GO:0016151	
Q8X9U4	07ce7c0a51ed51d4069a668d8c23c8ac	205	Pfam	PF02492	CobW/HypB/UreG, nucleotide-binding domain	10	177	2.7E-39	T	25-03-2019	IPR003495	CobW/HypB/UreG, nucleotide-binding domain		
Q8X9U4	07ce7c0a51ed51d4069a668d8c23c8ac	205	PANTHER	PTHR31715		4	200	5.4E-96	T	25-03-2019	IPR004400	Urease accessory protein UreG	GO:0003924|GO:0006807|GO:0016151	
Q8X9U4	07ce7c0a51ed51d4069a668d8c23c8ac	205	PIRSF	PIRSF005624		4	203	3.0E-48	T	25-03-2019	IPR012202	[NiFe]-hydrogenase/urease maturation factor, Ni2-binding GTPase	GO:0003924|GO:0016151	
Q8X672	8779934939f8d857811a6b91a06ced7e	243	PANTHER	PTHR30177		32	242	9.7E-88	T	25-03-2019
Q8X672	8779934939f8d857811a6b91a06ced7e	243	PANTHER	PTHR30177:SF26		32	242	9.7E-88	T	25-03-2019
Q8X672	8779934939f8d857811a6b91a06ced7e	243	CDD	cd06261	TM_PBP2	50	226	4.68027E-10	T	25-03-2019	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020|GO:0055085	
Q8X672	8779934939f8d857811a6b91a06ced7e	243	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	68	238	3.0E-22	T	25-03-2019	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	GO:0016020|GO:0055085	
P0AD41	40a7020ae00c1ec205d5229a05bdacc3	72	Pfam	PF12843	Putative quorum-sensing-regulated virulence factor	3	68	2.7E-29	T	25-03-2019	IPR024530	Putative quorum-sensing-regulated virulence factor		
P0AD41	40a7020ae00c1ec205d5229a05bdacc3	72	PANTHER	PTHR40613		1	71	2.7E-40	T	25-03-2019	IPR024530	Putative quorum-sensing-regulated virulence factor		
A0A2Z5XNZ1	40a7020ae00c1ec205d5229a05bdacc3	72	Pfam	PF12843	Putative quorum-sensing-regulated virulence factor	3	68	2.7E-29	T	25-03-2019	IPR024530	Putative quorum-sensing-regulated virulence factor		
A0A2Z5XNZ1	40a7020ae00c1ec205d5229a05bdacc3	72	PANTHER	PTHR40613		1	71	2.7E-40	T	25-03-2019	IPR024530	Putative quorum-sensing-regulated virulence factor		
Q8X600	a2d56733d36a4acdc61953159785cf59	248	CDD	cd03217	ABC_FeS_Assembly	2	241	4.76718E-118	T	25-03-2019	IPR010230	FeS cluster assembly SUF system, ATPase SufC	GO:0005524|GO:0006810	
Q8X600	a2d56733d36a4acdc61953159785cf59	248	PANTHER	PTHR43204		1	246	3.0E-88	T	25-03-2019
Q8X600	a2d56733d36a4acdc61953159785cf59	248	Pfam	PF00005	ABC transporter	17	172	5.6E-20	T	25-03-2019	IPR003439	ABC transporter-like	GO:0005524|GO:0016887	
Q8X600	a2d56733d36a4acdc61953159785cf59	248	PANTHER	PTHR43204:SF1		1	246	3.0E-88	T	25-03-2019	IPR010230	FeS cluster assembly SUF system, ATPase SufC	GO:0005524|GO:0006810	
Q8X600	a2d56733d36a4acdc61953159785cf59	248	TIGRFAM	TIGR01978	sufC: FeS assembly ATPase SufC	2	244	7.8E-115	T	25-03-2019	IPR010230	FeS cluster assembly SUF system, ATPase SufC	GO:0005524|GO:0006810	
Q8X600	a2d56733d36a4acdc61953159785cf59	248	SMART	SM00382		26	223	6.7E-9	T	25-03-2019	IPR003593	AAA+ ATPase domain		
P0ACG2	a8caa264b5687bad9e7a13fb2c1eb459	134	PANTHER	PTHR38097:SF2		1	134	5.3E-61	T	25-03-2019
P0ACG2	a8caa264b5687bad9e7a13fb2c1eb459	134	PIRSF	PIRSF002096		1	134	3.2E-56	T	25-03-2019	IPR001801	Histone-like protein H-NS	GO:0003677|GO:0005622|GO:0006355	
P0ACG2	a8caa264b5687bad9e7a13fb2c1eb459	134	PANTHER	PTHR38097		1	134	5.3E-61	T	25-03-2019
P0ACG2	a8caa264b5687bad9e7a13fb2c1eb459	134	SMART	SM00528		87	134	5.3E-27	T	25-03-2019	IPR027444	Histone-like protein H-NS, C-terminal domain	GO:0003677	
P0ACG2	a8caa264b5687bad9e7a13fb2c1eb459	134	Pfam	PF00816	H-NS histone family	38	128	7.1E-20	T	25-03-2019	IPR001801	Histone-like protein H-NS	GO:0003677|GO:0005622|GO:0006355	
A0A0H3JHG3	96c3805dc0b13949ce70c41a9b971dcd	92	PANTHER	PTHR33755:SF6		1	90	1.8E-16	T	25-03-2019
A0A0H3JHG3	96c3805dc0b13949ce70c41a9b971dcd	92	PANTHER	PTHR33755		1	90	1.8E-16	T	25-03-2019
A0A0H3JHG3	96c3805dc0b13949ce70c41a9b971dcd	92	Pfam	PF05016	ParE toxin of type II toxin-antitoxin system, parDE	4	91	3.4E-15	T	25-03-2019	IPR007712	Toxin-antitoxin system, RelE/ParE toxin family		
Q8XA99	9aa82d4890c709acd158573fb5dcfc10	172	PANTHER	PTHR42733		1	170	5.7E-64	T	25-03-2019
Q8XA99	9aa82d4890c709acd158573fb5dcfc10	172	CDD	cd03134	GATase1_PfpI_like	4	169	3.39915E-87	T	25-03-2019
Q8XA99	9aa82d4890c709acd158573fb5dcfc10	172	Pfam	PF01965	DJ-1/PfpI family	3	167	7.8E-56	T	25-03-2019	IPR002818	DJ-1/PfpI		
Q8XA99	9aa82d4890c709acd158573fb5dcfc10	172	PANTHER	PTHR42733:SF5		1	170	5.7E-64	T	25-03-2019
Q8XA99	9aa82d4890c709acd158573fb5dcfc10	172	TIGRFAM	TIGR01382	PfpI: intracellular protease, PfpI family	4	171	2.4E-70	T	25-03-2019	IPR006286	Deglycase PfpI		
